"MAKE_NEW","NEW_MODEL","car_type","n"
"MOTORCYCLE","FLNTK","MOTORCYCLE",1
"MOTORCYCLE","FLRT","MOTORCYCLE",4
"MOTORCYCLE","FLRXS","MOTORCYCLE",1
"MOTORCYCLE","FLS","MOTORCYCLE",18
"MOTORCYCLE","FLS103","MOTORCYCLE",2
"MOTORCYCLE","FLS103SLIM","MOTORCYCLE",1
"MOTORCYCLE","FLSB","MOTORCYCLE",1
"MOTORCYCLE","FLSM","MOTORCYCLE",1
"MOTORCYCLE","FLSNT","MOTORCYCLE",1
"MOTORCYCLE","FLSS","MOTORCYCLE",4
"MOTORCYCLE","FLSSRC","MOTORCYCLE",1
"MOTORCYCLE","FLST","MOTORCYCLE",6
"MOTORCYCLE","FLST103","MOTORCYCLE",1
"MOTORCYCLE","FLST4","MOTORCYCLE",1
"MOTORCYCLE","FLSTB","MOTORCYCLE",1
"MOTORCYCLE","FLSTC","MOTORCYCLE",64
"MOTORCYCLE","FLSTC1","MOTORCYCLE",1
"MOTORCYCLE","FLSTC103","MOTORCYCLE",2
"MOTORCYCLE","FLSTCHI","MOTORCYCLE",1
"MOTORCYCLE","FLSTCHST","MOTORCYCLE",1
"MOTORCYCLE","FLSTCI","MOTORCYCLE",22
"MOTORCYCLE","FLSTCIHST","MOTORCYCLE",1
"MOTORCYCLE","FLSTE","MOTORCYCLE",1
"MOTORCYCLE","FLSTF","MOTORCYCLE",34
"MOTORCYCLE","FLSTF1","MOTORCYCLE",1
"MOTORCYCLE","FLSTFB","MOTORCYCLE",12
"MOTORCYCLE","FLSTFFTBOY","MOTORCYCLE",3
"MOTORCYCLE","FLSTFI","MOTORCYCLE",14
"MOTORCYCLE","FLSTFIFB","MOTORCYCLE",2
"MOTORCYCLE","FLSTH","MOTORCYCLE",1
"MOTORCYCLE","FLSTN","MOTORCYCLE",32
"MOTORCYCLE","FLSTNI","MOTORCYCLE",2
"MOTORCYCLE","FLSTNSE103","MOTORCYCLE",1
"MOTORCYCLE","FLSTRB","MOTORCYCLE",1
"MOTORCYCLE","FLSTS","MOTORCYCLE",4
"MOTORCYCLE","FLSTSB","MOTORCYCLE",3
"MOTORCYCLE","FLSTSC","MOTORCYCLE",1
"MOTORCYCLE","FLT","MOTORCYCLE",2
"MOTORCYCLE","FLTCHU","MOTORCYCLE",1
"MOTORCYCLE","FLTCU","MOTORCYCLE",1
"MOTORCYCLE","FLTHTCU","MOTORCYCLE",1
"MOTORCYCLE","FLTHTK","MOTORCYCLE",1
"MOTORCYCLE","FLTR","MOTORCYCLE",4
"MOTORCYCLE","FLTRI","MOTORCYCLE",3
"MOTORCYCLE","FLTRSE3","MOTORCYCLE",1
"MOTORCYCLE","FLTRU","MOTORCYCLE",10
"MOTORCYCLE","FLTRU103","MOTORCYCLE",1
"MOTORCYCLE","FLTRUSE","MOTORCYCLE",2
"MOTORCYCLE","FLTRUSE-CVL","MOTORCYCLE",1
"MOTORCYCLE","FLTRX","MOTORCYCLE",16
"MOTORCYCLE","FLTRXS","MOTORCYCLE",17
"MOTORCYCLE","FLTRXSE2","MOTORCYCLE",1
"MOTORCYCLE","FLTRXSECVO","MOTORCYCLE",1
"MOTORCYCLE","FLTS","MOTORCYCLE",1
"MOTORCYCLE","FLTUSE","MOTORCYCLE",1
"MOTORCYCLE","FLTYHTCU","MOTORCYCLE",1
"MOTORCYCLE","FLUTCU","MOTORCYCLE",1
"MOTORCYCLE","FLUTHUTG","MOTORCYCLE",1
"MOTORCYCLE","FLXR","MOTORCYCLE",1
"MOTORCYCLE","FLXTF","MOTORCYCLE",1
"MOTORCYCLE","FLY","MOTORCYCLE",1
"MOTORCYCLE","FORTY","MOTORCYCLE",1
"MOTORCYCLE","FR1","MOTORCYCLE",1
"MOTORCYCLE","FREE","MOTORCYCLE",1
"MOTORCYCLE","FREEWHEELER","MOTORCYCLE",2
"MOTORCYCLE","FRS","MOTORCYCLE",2
"MOTORCYCLE","FRTRX","MOTORCYCLE",1
"MOTORCYCLE","FS8","MOTORCYCLE",1
"MOTORCYCLE","FSH","MOTORCYCLE",1
"MOTORCYCLE","FSI","MOTORCYCLE",1
"MOTORCYCLE","FSP","MOTORCYCLE",1
"MOTORCYCLE","FSXB","MOTORCYCLE",1
"MOTORCYCLE","FSXT","MOTORCYCLE",1
"MOTORCYCLE","FT","MOTORCYCLE",1
"MOTORCYCLE","FTI","MOTORCYCLE",1
"MOTORCYCLE","FX","MOTORCYCLE",11
"MOTORCYCLE","FX38","MOTORCYCLE",1
"MOTORCYCLE","FX6","MOTORCYCLE",1
"MOTORCYCLE","FXCW","MOTORCYCLE",1
"MOTORCYCLE","FXCWC","MOTORCYCLE",7
"MOTORCYCLE","FXCWRCKR","MOTORCYCLE",1
"MOTORCYCLE","FXD","MOTORCYCLE",35
"MOTORCYCLE","FXD135","MOTORCYCLE",1
"MOTORCYCLE","FXD8","MOTORCYCLE",1
"MOTORCYCLE","FXDB","MOTORCYCLE",30
"MOTORCYCLE","FXDBI","MOTORCYCLE",6
"MOTORCYCLE","FXDBP","MOTORCYCLE",2
"MOTORCYCLE","FXDC","MOTORCYCLE",19
"MOTORCYCLE","FXDCI","MOTORCYCLE",2
"MOTORCYCLE","FXDF","MOTORCYCLE",18
"MOTORCYCLE","FXDF103DYNA","MOTORCYCLE",1
"MOTORCYCLE","FXDH","MOTORCYCLE",1
"MOTORCYCLE","FXDI","MOTORCYCLE",3
"MOTORCYCLE","FXDL","MOTORCYCLE",19
"MOTORCYCLE","FXDLI","MOTORCYCLE",4
"MOTORCYCLE","FXDLS","MOTORCYCLE",1
"MOTORCYCLE","FXDP","MOTORCYCLE",2
"MOTORCYCLE","FXDS","MOTORCYCLE",3
"MOTORCYCLE","FXDS-CONVERSION","MOTORCYCLE",1
"MOTORCYCLE","FXDSE","MOTORCYCLE",1
"MOTORCYCLE","FXDWG","MOTORCYCLE",28
"MOTORCYCLE","FXDWG1","MOTORCYCLE",3
"MOTORCYCLE","FXDWGI","MOTORCYCLE",2
"MOTORCYCLE","FXDWI","MOTORCYCLE",1
"MOTORCYCLE","FXDX","MOTORCYCLE",7
"MOTORCYCLE","FXDXI","MOTORCYCLE",1
"MOTORCYCLE","FXDXT","MOTORCYCLE",1
"MOTORCYCLE","FXE","MOTORCYCLE",2
"MOTORCYCLE","FXFBI","MOTORCYCLE",1
"MOTORCYCLE","FXLR","MOTORCYCLE",3
"MOTORCYCLE","FXR","MOTORCYCLE",7
"MOTORCYCLE","FXR-S","MOTORCYCLE",1
"MOTORCYCLE","FXRP","MOTORCYCLE",1
"MOTORCYCLE","FXRS","MOTORCYCLE",5
"MOTORCYCLE","FXS","MOTORCYCLE",3
"MOTORCYCLE","FXSB","MOTORCYCLE",6
"MOTORCYCLE","FXSB103","MOTORCYCLE",1
"MOTORCYCLE","FXSBI","MOTORCYCLE",1
"MOTORCYCLE","FXSBSE","MOTORCYCLE",1
"MOTORCYCLE","FXSC","MOTORCYCLE",1
"MOTORCYCLE","FXSR","MOTORCYCLE",1
"MOTORCYCLE","FXST","MOTORCYCLE",18
"MOTORCYCLE","FXST-","MOTORCYCLE",1
"MOTORCYCLE","FXST1","MOTORCYCLE",1
"MOTORCYCLE","FXSTB","MOTORCYCLE",7
"MOTORCYCLE","FXSTBI","MOTORCYCLE",2
"MOTORCYCLE","FXSTC","MOTORCYCLE",23
"MOTORCYCLE","FXSTD","MOTORCYCLE",13
"MOTORCYCLE","FXSTD1","MOTORCYCLE",1
"MOTORCYCLE","FXSTDI","MOTORCYCLE",5
"MOTORCYCLE","FXSTDSE","MOTORCYCLE",2
"MOTORCYCLE","FXSTI","MOTORCYCLE",6
"MOTORCYCLE","FXSTS","MOTORCYCLE",5
"MOTORCYCLE","FXSTSB","MOTORCYCLE",1
"MOTORCYCLE","FXSTSI","MOTORCYCLE",1
"MOTORCYCLE","FXSTSSE","MOTORCYCLE",1
"MOTORCYCLE","FXTC","MOTORCYCLE",1
"MOTORCYCLE","FXTS1","MOTORCYCLE",1
"MOTORCYCLE","FXWG","MOTORCYCLE",2
"MOTORCYCLE","FXXL","MOTORCYCLE",1
"MOTORCYCLE","FZ","MOTORCYCLE",16
"MOTORCYCLE","FZ-07","MOTORCYCLE",3
"MOTORCYCLE","FZ-09","MOTORCYCLE",3
"MOTORCYCLE","FZ-1","MOTORCYCLE",1
"MOTORCYCLE","FZ-6R","MOTORCYCLE",1
"MOTORCYCLE","FZ-90","MOTORCYCLE",1
"MOTORCYCLE","FZ07","MOTORCYCLE",10
"MOTORCYCLE","FZ09","MOTORCYCLE",16
"MOTORCYCLE","FZ1","MOTORCYCLE",18
"MOTORCYCLE","FZ1-S/C","MOTORCYCLE",2
"MOTORCYCLE","FZ6","MOTORCYCLE",31
"MOTORCYCLE","FZ600","MOTORCYCLE",3
"MOTORCYCLE","FZ6R","MOTORCYCLE",13
"MOTORCYCLE","FZ6S","MOTORCYCLE",1
"MOTORCYCLE","FZ700","MOTORCYCLE",1
"MOTORCYCLE","FZ8","MOTORCYCLE",8
"MOTORCYCLE","FZI-S/C","MOTORCYCLE",1
"MOTORCYCLE","FZL","MOTORCYCLE",1
"MOTORCYCLE","FZO9","MOTORCYCLE",1
"MOTORCYCLE","FZR","MOTORCYCLE",2
"MOTORCYCLE","FZS10","MOTORCYCLE",2
"MOTORCYCLE","FZS1000","MOTORCYCLE",1
"MOTORCYCLE","FZS10PC","MOTORCYCLE",1
"MOTORCYCLE","G-CART","MOTORCYCLE",1
"MOTORCYCLE","G16","MOTORCYCLE",1
"MOTORCYCLE","GARY'S","MOTORCYCLE",1
"MOTORCYCLE","GL","MOTORCYCLE",1
"MOTORCYCLE","GLIDE","MOTORCYCLE",5
"MOTORCYCLE","GOLD","MOTORCYCLE",1
"MOTORCYCLE","GOLF","MOTORCYCLE",7
"MOTORCYCLE","GP760","MOTORCYCLE",1
"MOTORCYCLE","GPS","MOTORCYCLE",1
"MOTORCYCLE","GRANTURISM","MOTORCYCLE",1
"MOTORCYCLE","GRANTURISMO","MOTORCYCLE",1
"MOTORCYCLE","GRISO","MOTORCYCLE",1
"MOTORCYCLE","GRIZZLY","MOTORCYCLE",2
"MOTORCYCLE","GT200","MOTORCYCLE",2
"MOTORCYCLE","GTS","MOTORCYCLE",8
"MOTORCYCLE","GTS250","MOTORCYCLE",1
"MOTORCYCLE","GTS250/300","MOTORCYCLE",1
"MOTORCYCLE","GTS300","MOTORCYCLE",6
"MOTORCYCLE","GTS350","MOTORCYCLE",1
"MOTORCYCLE","GTV250","MOTORCYCLE",1
"MOTORCYCLE","GTVIE","MOTORCYCLE",1
"MOTORCYCLE","GUZZI","MOTORCYCLE",2
"MOTORCYCLE","H","MOTORCYCLE",1
"MOTORCYCLE","H-D","MOTORCYCLE",3
"MOTORCYCLE","H.","MOTORCYCLE",1
"MOTORCYCLE","HARATIGE","MOTORCYCLE",2
"MOTORCYCLE","HARDLEY","MOTORCYCLE",1
"MOTORCYCLE","HARITAGE","MOTORCYCLE",2
"MOTORCYCLE","HARLE","MOTORCYCLE",1
"MOTORCYCLE","HARLEY","MOTORCYCLE",28
"MOTORCYCLE","HARRATAGE","MOTORCYCLE",2
"MOTORCYCLE","HARTIAGE","MOTORCYCLE",1
"MOTORCYCLE","HC","MOTORCYCLE",1
"MOTORCYCLE","HD","MOTORCYCLE",9
"MOTORCYCLE","HE","MOTORCYCLE",1
"MOTORCYCLE","HERATAGE","MOTORCYCLE",2
"MOTORCYCLE","HERATIGE","MOTORCYCLE",1
"MOTORCYCLE","HERITAGE","MOTORCYCLE",100
"MOTORCYCLE","HERITEGE","MOTORCYCLE",1
"MOTORCYCLE","HERITIGE","MOTORCYCLE",1
"MOTORCYCLE","HERITTAGE","MOTORCYCLE",1
"MOTORCYCLE","HERLEY","MOTORCYCLE",1
"MOTORCYCLE","HERRITAGE","MOTORCYCLE",1
"MOTORCYCLE","HERRITIGE","MOTORCYCLE",1
"MOTORCYCLE","HERT.","MOTORCYCLE",1
"MOTORCYCLE","HERTIAGE","MOTORCYCLE",3
"MOTORCYCLE","HERTIGE","MOTORCYCLE",1
"MOTORCYCLE","HERTITAGE","MOTORCYCLE",1
"MOTORCYCLE","HERTUGE","MOTORCYCLE",1
"MOTORCYCLE","HFLHRSE5CV0","MOTORCYCLE",1
"MOTORCYCLE","HP2850","MOTORCYCLE",1
"MOTORCYCLE","I","MOTORCYCLE",1
"MOTORCYCLE","IGO","MOTORCYCLE",1
"MOTORCYCLE","ION883","MOTORCYCLE",1
"MOTORCYCLE","IORN","MOTORCYCLE",1
"MOTORCYCLE","IRON","MOTORCYCLE",17
"MOTORCYCLE","IRON883","MOTORCYCLE",1
"MOTORCYCLE","K","MOTORCYCLE",2
"MOTORCYCLE","KAWAS","MOTORCYCLE",1
"MOTORCYCLE","KAWASAKI","MOTORCYCLE",1
"MOTORCYCLE","KE100","MOTORCYCLE",1
"MOTORCYCLE","KIT","MOTORCYCLE",1
"MOTORCYCLE","KL","MOTORCYCLE",2
"MOTORCYCLE","KL250-G","MOTORCYCLE",2
"MOTORCYCLE","KL650","MOTORCYCLE",8
"MOTORCYCLE","KL650-A","MOTORCYCLE",1
"MOTORCYCLE","KL650E","MOTORCYCLE",2
"MOTORCYCLE","KLE","MOTORCYCLE",2
"MOTORCYCLE","KLE650","MOTORCYCLE",4
"MOTORCYCLE","KLE650A","MOTORCYCLE",1
"MOTORCYCLE","KLH","MOTORCYCLE",1
"MOTORCYCLE","KLR","MOTORCYCLE",23
"MOTORCYCLE","KLR-","MOTORCYCLE",1
"MOTORCYCLE","KLR650","MOTORCYCLE",19
"MOTORCYCLE","KLR650-A","MOTORCYCLE",1
"MOTORCYCLE","KLR650-E","MOTORCYCLE",1
"MOTORCYCLE","KLX","MOTORCYCLE",8
"MOTORCYCLE","KLX250","MOTORCYCLE",2
"MOTORCYCLE","KLX250S","MOTORCYCLE",3
"MOTORCYCLE","KLX300","MOTORCYCLE",1
"MOTORCYCLE","KLX650","MOTORCYCLE",1
"MOTORCYCLE","KNIGHT","MOTORCYCLE",2
"MOTORCYCLE","KNIGHTSTER","MOTORCYCLE",1
"MOTORCYCLE","KODIAC","MOTORCYCLE",1
"MOTORCYCLE","KODIAK","MOTORCYCLE",2
"MOTORCYCLE","KOR","MOTORCYCLE",1
"MOTORCYCLE","KRT800","MOTORCYCLE",1
"MOTORCYCLE","KTM","MOTORCYCLE",1
"MOTORCYCLE","KZ-900","MOTORCYCLE",1
"MOTORCYCLE","KZ100B","MOTORCYCLE",1
"MOTORCYCLE","KZ1100-A","MOTORCYCLE",1
"MOTORCYCLE","KZ250","MOTORCYCLE",1
"MOTORCYCLE","KZ440","MOTORCYCLE",1
"MOTORCYCLE","KZ440E","MOTORCYCLE",1
"MOTORCYCLE","KZ550","MOTORCYCLE",2
"MOTORCYCLE","KZ750","MOTORCYCLE",2
"MOTORCYCLE","L8C","MOTORCYCLE",2
"MOTORCYCLE","LEGEND","MOTORCYCLE",1
"MOTORCYCLE","LIGHTNING","MOTORCYCLE",7
"MOTORCYCLE","LIMITED","MOTORCYCLE",3
"MOTORCYCLE","LOW","MOTORCYCLE",7
"MOTORCYCLE","LOWBOY","MOTORCYCLE",1
"MOTORCYCLE","LOWER","MOTORCYCLE",1
"MOTORCYCLE","LOWRIDER","MOTORCYCLE",4
"MOTORCYCLE","LS","MOTORCYCLE",1
"MOTORCYCLE","LT","MOTORCYCLE",1
"MOTORCYCLE","LUXURY","MOTORCYCLE",1
"MOTORCYCLE","LX","MOTORCYCLE",4
"MOTORCYCLE","LX150","MOTORCYCLE",10
"MOTORCYCLE","LX150IE","MOTORCYCLE",1
"MOTORCYCLE","LX50","MOTORCYCLE",2
"MOTORCYCLE","LXS","MOTORCYCLE",1
"MOTORCYCLE","LXV","MOTORCYCLE",1
"MOTORCYCLE","M/C","MOTORCYCLE",6
"MOTORCYCLE","M/CYCLE","MOTORCYCLE",10
"MOTORCYCLE","M2L","MOTORCYCLE",1
"MOTORCYCLE","MAJ","MOTORCYCLE",1
"MOTORCYCLE","MAJESTY","MOTORCYCLE",1
"MOTORCYCLE","MAJISTY","MOTORCYCLE",1
"MOTORCYCLE","MANA","MOTORCYCLE",2
"MOTORCYCLE","MAXIM","MOTORCYCLE",3
"MOTORCYCLE","MAXIUM","MOTORCYCLE",1
"MOTORCYCLE","MAXUM","MOTORCYCLE",1
"MOTORCYCLE","MC","MOTORCYCLE",27
"MOTORCYCLE","MEAN","MOTORCYCLE",5
"MOTORCYCLE","MEANSTREAK","MOTORCYCLE",1
"MOTORCYCLE","MGT","MOTORCYCLE",1
"MOTORCYCLE","MIDNIGHT","MOTORCYCLE",3
"MOTORCYCLE","MODEL","MOTORCYCLE",1
"MOTORCYCLE","MOJITO","MOTORCYCLE",1
"MOTORCYCLE","MONACO","MOTORCYCLE",1
"MOTORCYCLE","MOPED","MOTORCYCLE",2
"MOTORCYCLE","MORPHOUS","MOTORCYCLE",1
"MOTORCYCLE","MOTO","MOTORCYCLE",3
"MOTORCYCLE","MOTOCYCLE","MOTORCYCLE",3
"MOTORCYCLE","MOTOR","MOTORCYCLE",18
"MOTORCYCLE","MOTORBIKE","MOTORCYCLE",1
"MOTORCYCLE","MOTORCYCLE","MOTORCYCLE",85
"MOTORCYCLE","MOTORCYLE","MOTORCYCLE",1
"MOTORCYCLE","MOTORIZED","MOTORCYCLE",1
"MOTORCYCLE","MRTCY","MOTORCYCLE",1
"MOTORCYCLE","MSC","MOTORCYCLE",1
"MOTORCYCLE","MULE","MOTORCYCLE",4
"MOTORCYCLE","N/A","MOTORCYCLE",2
"MOTORCYCLE","NGHT","MOTORCYCLE",1
"MOTORCYCLE","NIGHSTER","MOTORCYCLE",1
"MOTORCYCLE","NIGHT","MOTORCYCLE",21
"MOTORCYCLE","NIGHTRAIN","MOTORCYCLE",1
"MOTORCYCLE","NIGHTRIDE","MOTORCYCLE",1
"MOTORCYCLE","NIGHTRIDER","MOTORCYCLE",1
"MOTORCYCLE","NIGHTROD","MOTORCYCLE",4
"MOTORCYCLE","NIGHTSTER","MOTORCYCLE",5
"MOTORCYCLE","NIGHTTRAIN","MOTORCYCLE",1
"MOTORCYCLE","NIJAZAX6R","MOTORCYCLE",1
"MOTORCYCLE","NIN","MOTORCYCLE",1
"MOTORCYCLE","NINGA","MOTORCYCLE",2
"MOTORCYCLE","NINJA","MOTORCYCLE",267
"MOTORCYCLE","NINJAZX6R","MOTORCYCLE",1
"MOTORCYCLE","NINJI","MOTORCYCLE",1
"MOTORCYCLE","NITRAIN","MOTORCYCLE",1
"MOTORCYCLE","NO","MOTORCYCLE",1
"MOTORCYCLE","NOMAD","MOTORCYCLE",3
"MOTORCYCLE","NV1700`","MOTORCYCLE",1
"MOTORCYCLE","O","MOTORCYCLE",1
"MOTORCYCLE","OTHER","MOTORCYCLE",2
"MOTORCYCLE","P3BLAST","MOTORCYCLE",1
"MOTORCYCLE","PCMC","MOTORCYCLE",5
"MOTORCYCLE","PIAG","MOTORCYCLE",4
"MOTORCYCLE","PIAGGI","MOTORCYCLE",1
"MOTORCYCLE","PIAGGIO","MOTORCYCLE",5
"MOTORCYCLE","PLAGGIO","MOTORCYCLE",1
"MOTORCYCLE","POP","MOTORCYCLE",1
"MOTORCYCLE","PRIMAVERA","MOTORCYCLE",1
"MOTORCYCLE","PRO","MOTORCYCLE",1
"MOTORCYCLE","PRO-GLIDE","MOTORCYCLE",1
"MOTORCYCLE","PSMC","MOTORCYCLE",1
"MOTORCYCLE","PW80S","MOTORCYCLE",1
"MOTORCYCLE","QUAD","MOTORCYCLE",1
"MOTORCYCLE","R","MOTORCYCLE",8
"MOTORCYCLE","R-1","MOTORCYCLE",1
"MOTORCYCLE","R-6","MOTORCYCLE",1
"MOTORCYCLE","R1","MOTORCYCLE",56
"MOTORCYCLE","R3","MOTORCYCLE",6
"MOTORCYCLE","R6","MOTORCYCLE",76
"MOTORCYCLE","R600","MOTORCYCLE",1
"MOTORCYCLE","R6L","MOTORCYCLE",2
"MOTORCYCLE","R6S","MOTORCYCLE",4
"MOTORCYCLE","RADAR","MOTORCYCLE",2
"MOTORCYCLE","RADER","MOTORCYCLE",1
"MOTORCYCLE","RADIAN","MOTORCYCLE",1
"MOTORCYCLE","RADIER","MOTORCYCLE",1
"MOTORCYCLE","RAIDER","MOTORCYCLE",19
"MOTORCYCLE","RAPTOR","MOTORCYCLE",2
"MOTORCYCLE","RD","MOTORCYCLE",1
"MOTORCYCLE","REGULAR","MOTORCYCLE",1
"MOTORCYCLE","REVA","MOTORCYCLE",1
"MOTORCYCLE","RHINO","MOTORCYCLE",3
"MOTORCYCLE","RIDER","MOTORCYCLE",1
"MOTORCYCLE","RINO","MOTORCYCLE",1
"MOTORCYCLE","ROAD","MOTORCYCLE",310
"MOTORCYCLE","ROAD-KING","MOTORCYCLE",1
"MOTORCYCLE","ROADGLIDE","MOTORCYCLE",22
"MOTORCYCLE","ROADGLUIDE","MOTORCYCLE",1
"MOTORCYCLE","ROADGLYDE","MOTORCYCLE",1
"MOTORCYCLE","ROADKING","MOTORCYCLE",57
"MOTORCYCLE","ROADLINER","MOTORCYCLE",6
"MOTORCYCLE","ROADSMITH","MOTORCYCLE",1
"MOTORCYCLE","ROADSTAR","MOTORCYCLE",44
"MOTORCYCLE","ROADSTER","MOTORCYCLE",4
"MOTORCYCLE","ROCKER","MOTORCYCLE",10
"MOTORCYCLE","ROD","MOTORCYCLE",1
"MOTORCYCLE","RODEGLIDE","MOTORCYCLE",1
"MOTORCYCLE","ROG","MOTORCYCLE",1
"MOTORCYCLE","ROGUE","MOTORCYCLE",3
"MOTORCYCLE","ROUTE","MOTORCYCLE",1
"MOTORCYCLE","ROYAL","MOTORCYCLE",10
"MOTORCYCLE","ROYALE","MOTORCYCLE",1
"MOTORCYCLE","ROYALSTAR","MOTORCYCLE",2
"MOTORCYCLE","RST1000","MOTORCYCLE",1
"MOTORCYCLE","RSV","MOTORCYCLE",2
"MOTORCYCLE","RSV1000","MOTORCYCLE",1
"MOTORCYCLE","RSV4","MOTORCYCLE",3
"MOTORCYCLE","RUBBER","MOTORCYCLE",1
"MOTORCYCLE","RUNABOUT","MOTORCYCLE",1
"MOTORCYCLE","RX6","MOTORCYCLE",1
"MOTORCYCLE","RZ350","MOTORCYCLE",2
"MOTORCYCLE","RZF6R","MOTORCYCLE",1
"MOTORCYCLE","S","MOTORCYCLE",1
"MOTORCYCLE","S1200","MOTORCYCLE",1
"MOTORCYCLE","S15","MOTORCYCLE",1
"MOTORCYCLE","SATILITE","MOTORCYCLE",1
"MOTORCYCLE","SCARABEO","MOTORCYCLE",4
"MOTORCYCLE","SCARBEO","MOTORCYCLE",1
"MOTORCYCLE","SCOOTER","MOTORCYCLE",4
"MOTORCYCLE","SCR","MOTORCYCLE",1
"MOTORCYCLE","SCR950","MOTORCYCLE",2
"MOTORCYCLE","SCREAMING","MOTORCYCLE",2
"MOTORCYCLE","SGS","MOTORCYCLE",1
"MOTORCYCLE","SHERPA","MOTORCYCLE",1
"MOTORCYCLE","SHORE-LANE","MOTORCYCLE",1
"MOTORCYCLE","SIDE","MOTORCYCLE",1
"MOTORCYCLE","SILVERADO","MOTORCYCLE",6
"MOTORCYCLE","SILVERODO","MOTORCYCLE",1
"MOTORCYCLE","SL","MOTORCYCLE",1
"MOTORCYCLE","SL883","MOTORCYCLE",1
"MOTORCYCLE","SLIM","MOTORCYCLE",1
"MOTORCYCLE","SOF","MOTORCYCLE",1
"MOTORCYCLE","SOFETAIL","MOTORCYCLE",1
"MOTORCYCLE","SOFT","MOTORCYCLE",107
"MOTORCYCLE","SOFT-TAIL","MOTORCYCLE",4
"MOTORCYCLE","SOFTAIL","MOTORCYCLE",56
"MOTORCYCLE","SOFTAL","MOTORCYCLE",1
"MOTORCYCLE","SOFTGLIDE","MOTORCYCLE",1
"MOTORCYCLE","SOFTIAL","MOTORCYCLE",1
"MOTORCYCLE","SOFTTAIL","MOTORCYCLE",40
"MOTORCYCLE","SPCTY","MOTORCYCLE",1
"MOTORCYCLE","SPECIAL","MOTORCYCLE",1
"MOTORCYCLE","SPORSTER","MOTORCYCLE",18
"MOTORCYCLE","SPORT","MOTORCYCLE",18
"MOTORCYCLE","SPORTCITY","MOTORCYCLE",2
"MOTORCYCLE","SPORTER","MOTORCYCLE",14
"MOTORCYCLE","SPORTERS","MOTORCYCLE",2
"MOTORCYCLE","SPORTS","MOTORCYCLE",1
"MOTORCYCLE","SPORTSER","MOTORCYCLE",16
"MOTORCYCLE","SPORTST","MOTORCYCLE",1
"MOTORCYCLE","SPORTSTAR","MOTORCYCLE",1
"MOTORCYCLE","SPORTSTER","MOTORCYCLE",266
"MOTORCYCLE","SPRINGER","MOTORCYCLE",7
"MOTORCYCLE","SPRINT","MOTORCYCLE",1
"MOTORCYCLE","SPRINTER","MOTORCYCLE",1
"MOTORCYCLE","SPT","MOTORCYCLE",1
"MOTORCYCLE","SR250","MOTORCYCLE",1
"MOTORCYCLE","SR250H","MOTORCYCLE",1
"MOTORCYCLE","SR50","MOTORCYCLE",2
"MOTORCYCLE","SREAMING","MOTORCYCLE",1
"MOTORCYCLE","ST","MOTORCYCLE",2
"MOTORCYCLE","STAR","MOTORCYCLE",12
"MOTORCYCLE","STARTLINER","MOTORCYCLE",1
"MOTORCYCLE","STATO","MOTORCYCLE",1
"MOTORCYCLE","STC","MOTORCYCLE",2
"MOTORCYCLE","STD-EFI","MOTORCYCLE",1
"MOTORCYCLE","STEERT","MOTORCYCLE",1
"MOTORCYCLE","STICKER","MOTORCYCLE",1
"MOTORCYCLE","STRAOLINER","MOTORCYCLE",1
"MOTORCYCLE","STRATALINER","MOTORCYCLE",1
"MOTORCYCLE","STRATOLINER","MOTORCYCLE",5
"MOTORCYCLE","STREAK","MOTORCYCLE",1
"MOTORCYCLE","STREET","MOTORCYCLE",216
"MOTORCYCLE","STREETBOB","MOTORCYCLE",3
"MOTORCYCLE","STREETGLIDE","MOTORCYCLE",25
"MOTORCYCLE","STREETLINE","MOTORCYCLE",2
"MOTORCYCLE","STRICKER","MOTORCYCLE",1
"MOTORCYCLE","STRIKER","MOTORCYCLE",12
"MOTORCYCLE","STRRET","MOTORCYCLE",2
"MOTORCYCLE","STRYKER","MOTORCYCLE",16
"MOTORCYCLE","SUPER","MOTORCYCLE",28
"MOTORCYCLE","SUPERGLIDE","MOTORCYCLE",6
"MOTORCYCLE","SUPERGLYDE","MOTORCYCLE",1
"MOTORCYCLE","SUPRTENERE","MOTORCYCLE",1
"MOTORCYCLE","SVX","MOTORCYCLE",1
"MOTORCYCLE","SWITCH","MOTORCYCLE",1
"MOTORCYCLE","SWITCHBAC","MOTORCYCLE",1
"MOTORCYCLE","SWITCHBACK","MOTORCYCLE",9
"MOTORCYCLE","SX650","MOTORCYCLE",1
"MOTORCYCLE","SX6R","MOTORCYCLE",1
"MOTORCYCLE","SZ6","MOTORCYCLE",1
"MOTORCYCLE","T","MOTORCYCLE",2
"MOTORCYCLE","THREE","MOTORCYCLE",1
"MOTORCYCLE","THUNDER","MOTORCYCLE",1
"MOTORCYCLE","THUNDERBOLT","MOTORCYCLE",1
"MOTORCYCLE","TMAX","MOTORCYCLE",2
"MOTORCYCLE","TOURING","MOTORCYCLE",4
"MOTORCYCLE","TRAILER","MOTORCYCLE",15
"MOTORCYCLE","TRAVEL","MOTORCYCLE",2
"MOTORCYCLE","TRI","MOTORCYCLE",8
"MOTORCYCLE","TRI-","MOTORCYCLE",1
"MOTORCYCLE","TRI-GLIDE","MOTORCYCLE",1
"MOTORCYCLE","TRI-GLYDE","MOTORCYCLE",1
"MOTORCYCLE","TRIGLIDE","MOTORCYCLE",6
